Unnamed: 0,month,year,state,average_temp,monthly_mean_from_1901_to_2000
40469,4,2020,Connecticut,42.9,40.7
40470,4,2020,Delaware,50.6,47.3
40471,4,2020,Florida,72.0,66.6
40472,4,2020,Georgia,63.1,59.2
40473,4,2020,Idaho,38.4,36.8
40474,4,2020,Illinois,47.0,45.6
40475,4,2020,Indiana,46.8,45.1
40476,4,2020,Iowa,43.5,41.4
40477,4,2020,Kansas,50.3,47.9
40478,4,2020,Kentucky,52.1,50.3
40479,4,2020,Louisiana,66.9,62.6
40480,4,2020,Maine,33.6,32.0
40481,4,2020,Maryland,50.4,47.3
40482,4,2020,Massachusetts,41.6,39.4
40483,4,2020,Michigan,37.6,35.4
40484,4,2020,Minnesota,34.9,33.3
40485,4,2020,Mississippi,63.5,59.6
40486,4,2020,Missouri,51.0,49.1
40487,4,2020,Montana,35.0,35.1
40488,4,2020,Nebraska,43.6,41.8
40489,4,2020,Nevada,44.6,43.0
40490,4,2020,New Hampshire,36.9,34.8
40491,4,2020,New Jersey,47.5,44.3
40492,4,2020,New Mexico,51.0,47.4
40493,4,2020,New York,39.2,36.7
40494,4,2020,North Carolina,56.6,53.5
40495,4,2020,North Dakota,33.7,33.0
40496,4,2020,Ohio,46.2,43.8
40497,4,2020,Oklahoma,56.7,54.4
40498,4,2020,Oregon,42.6,41.2
40499,4,2020,Pennsylvania,43.8,41.3
40500,4,2020,Rhode Island,43.4,41.0
40501,4,2020,South Carolina,61.2,57.8
40502,4,2020,South Dakota,39.2,37.8
40503,4,2020,Tennessee,55.0,53.0
40504,4,2020,Texas,64.2,60.6
40505,4,2020,Utah,44.1,41.4
40506,4,2020,Vermont,35.9,33.5
40507,4,2020,Virginia,52.5,49.3
40508,4,2020,Washington,42.2,41.9
40509,4,2020,West Virginia,48.4,46.0
40510,4,2020,Wisconsin,37.5,35.5
40511,4,2020,Wyoming,35.4,34.0
40512,5,2020,Alabama,65.4,66.7
40513,5,2020,Arizona,64.9,60.9
40514,5,2020,Arkansas,62.8,64.6
40515,5,2020,California,60.6,57.4
40516,5,2020,Colorado,49.5,47.2
40517,5,2020,Connecticut,50.4,51.4
40518,5,2020,Delaware,56.2,57.1
40519,5,2020,Florida,74.4,72.1
40520,5,2020,Georgia,66.2,66.9
40521,5,2020,Idaho,46.1,45.1
40522,5,2020,Illinois,55.1,56.8
40523,5,2020,Indiana,54.3,56.0
40524,5,2020,Iowa,52.2,54.0
40525,5,2020,Kansas,57.2,58.4
40526,5,2020,Kentucky,57.5,59.8
40527,5,2020,Louisiana,69.8,69.9
40528,5,2020,Maine,44.4,44.4
40529,5,2020,Maryland,56.0,57.2
40530,5,2020,Massachusetts,49.6,50.2
40531,5,2020,Michigan,46.7,47.7
40532,5,2020,Minnesota,46.4,47.7
40533,5,2020,Mississippi,66.6,67.4
40534,5,2020,Missouri,57.6,59.4
40535,5,2020,Montana,44.4,45.4
40536,5,2020,Nebraska,51.4,53.0
40537,5,2020,Nevada,53.8,50.8
40538,5,2020,New Hampshire,46.5,46.7
40539,5,2020,New Jersey,53.9,54.6
40540,5,2020,New Mexico,59.6,55.8
40541,5,2020,New York,47.6,48.6
40542,5,2020,North Carolina,60.5,62.1
40543,5,2020,North Dakota,45.0,47.4
40544,5,2020,Ohio,53.1,54.6
40545,5,2020,Oklahoma,62.6,63.8
40546,5,2020,Oregon,49.4,47.2
40547,5,2020,Pennsylvania,50.6,52.3
40548,5,2020,Rhode Island,50.4,50.9
40549,5,2020,South Carolina,65.0,66.1
40550,5,2020,South Dakota,48.1,50.4
40551,5,2020,Tennessee,59.7,61.9
40552,5,2020,Texas,69.8,68.6
40553,5,2020,Utah,53.2,50.1
40554,5,2020,Vermont,45.7,46.0
40555,5,2020,Virginia,56.9,58.6
40556,5,2020,Washington,49.6,48.4
40557,5,2020,West Virginia,53.4,55.7
40558,5,2020,Wisconsin,47.4,48.6
40559,5,2020,Wyoming,44.0,43.7
40560,6,2020,Alabama,72.9,74.1
40561,6,2020,Arizona,73.6,69.7
40562,6,2020,Arkansas,71.6,72.6
40563,6,2020,California,67.5,64.5
40564,6,2020,Colorado,60.3,56.5
40565,6,2020,Connecticut,62.4,61.1
40566,6,2020,Delaware,67.1,66.4
40567,6,2020,Florida,78.4,77.3
40568,6,2020,Georgia,73.2,74.2
40569,6,2020,Idaho,53.4,53.0
40570,6,2020,Illinois,67.1,66.8
40571,6,2020,Indiana,65.9,65.9
40572,6,2020,Iowa,65.2,64.4
40573,6,2020,Kansas,69.7,68.4
40574,6,2020,Kentucky,67.4,68.5
40575,6,2020,Louisiana,76.4,76.6
40576,6,2020,Maine,56.8,55.1
40577,6,2020,Maryland,66.6,66.5
40578,6,2020,Massachusetts,61.9,60.0
40579,6,2020,Michigan,59.6,58.4
40580,6,2020,Minnesota,60.6,59.0
40581,6,2020,Mississippi,74.2,74.8
40582,6,2020,Missouri,68.6,68.7
40583,6,2020,Montana,54.9,54.2
40584,6,2020,Nebraska,65.2,63.4
40585,6,2020,Nevada,61.9,59.4
40586,6,2020,New Hampshire,58.7,57.1
40587,6,2020,New Jersey,65.3,64.2
40588,6,2020,New Mexico,68.8,64.7
40589,6,2020,New York,59.7,59.0
40590,6,2020,North Carolina,68.4,70.0
40591,6,2020,North Dakota,59.7,58.3
40592,6,2020,Ohio,64.4,64.5
40593,6,2020,Oklahoma,73.0,72.5
40594,6,2020,Oregon,55.2,53.8
40595,6,2020,Pennsylvania,61.6,61.8
40596,6,2020,Rhode Island,62.4,60.4
40597,6,2020,South Carolina,72.0,73.6
40598,6,2020,South Dakota,62.2,60.8
40599,6,2020,Tennessee,68.8,70.0
40600,6,2020,Texas,77.6,76.0
40601,6,2020,Utah,62.2,59.3
40602,6,2020,Vermont,57.7,56.6
40603,6,2020,Virginia,65.9,67.0
40604,6,2020,Washington,55.6,54.8
40605,6,2020,West Virginia,62.9,64.2
40606,6,2020,Wisconsin,60.3,59.4
40607,6,2020,Wyoming,55.0,53.0
40608,7,2020,Alabama,78.9,78.7
40609,7,2020,Arizona,79.8,77.1
40610,7,2020,Arkansas,78.9,78.5
40611,7,2020,California,73.5,71.5
40612,7,2020,Colorado,67.2,64.2
40613,7,2020,Connecticut,72.0,68.0
40614,7,2020,Delaware,77.2,73.1
40615,7,2020,Florida,82.0,80.3
40616,7,2020,Georgia,79.2,78.6
40617,7,2020,Idaho,60.6,60.9
40618,7,2020,Illinois,75.4,73.4
40619,7,2020,Indiana,74.3,72.5
40620,7,2020,Iowa,74.1,71.5
40621,7,2020,Kansas,78.4,76.1
40622,7,2020,Kentucky,75.6,74.4
40623,7,2020,Louisiana,81.2,80.8
40624,7,2020,Maine,65.7,62.6
40625,7,2020,Maryland,76.4,72.9
40626,7,2020,Massachusetts,71.1,67.0
40627,7,2020,Michigan,69.2,65.6
40628,7,2020,Minnesota,69.5,66.3
40629,7,2020,Mississippi,80.1,79.6
40630,7,2020,Missouri,77.1,75.3
40631,7,2020,Montana,62.4,61.9
40632,7,2020,Nebraska,74.4,71.4
40633,7,2020,Nevada,69.6,68.0
40634,7,2020,New Hampshire,67.6,64.1
40635,7,2020,New Jersey,75.2,71.1
40636,7,2020,New Mexico,74.6,71.0
40637,7,2020,New York,69.0,65.8
40638,7,2020,North Carolina,76.4,75.2
40639,7,2020,North Dakota,68.6,66.0
40640,7,2020,Ohio,73.6,70.9
40641,7,2020,Oklahoma,80.7,79.3
40642,7,2020,Oregon,62.0,61.0
40643,7,2020,Pennsylvania,71.0,68.1
40644,7,2020,Rhode Island,71.8,67.6
40645,7,2020,South Carolina,79.0,78.4
40646,7,2020,South Dakota,71.9,69.2
40647,7,2020,Tennessee,76.4,75.5
40648,7,2020,Texas,82.9,80.9
40649,7,2020,Utah,69.6,67.8
40650,7,2020,Vermont,66.8,63.4
40651,7,2020,Virginia,75.0,72.8
40652,7,2020,Washington,61.4,60.9
40653,7,2020,West Virginia,71.8,69.9
40654,7,2020,Wisconsin,69.2,66.5
40655,7,2020,Wyoming,63.2,61.5
40656,8,2020,Alabama,80.6,79.7
40657,8,2020,Arizona,83.4,78.7
40658,8,2020,Arkansas,79.6,79.9
40659,8,2020,California,77.8,74.3
40660,8,2020,Colorado,69.7,66.1
40661,8,2020,Connecticut,74.1,69.6
40662,8,2020,Delaware,78.9,74.6
40663,8,2020,Florida,83.1,81.0
40664,8,2020,Georgia,80.9,79.3
40665,8,2020,Idaho,66.0,64.3
40666,8,2020,Illinois,75.0,74.4
40667,8,2020,Indiana,74.2,73.4
40668,8,2020,Iowa,73.6,72.6
40669,8,2020,Kansas,77.8,78.1
40670,8,2020,Kentucky,76.8,75.6
40671,8,2020,Louisiana,82.5,81.7
40672,8,2020,Maine,67.2,64.1
40673,8,2020,Maryland,78.4,74.2
40674,8,2020,Massachusetts,73.1,68.6
40675,8,2020,Michigan,70.6,67.0
40676,8,2020,Minnesota,69.8,67.6
40677,8,2020,Mississippi,81.1,80.5
40678,8,2020,Missouri,76.7,76.8
40679,8,2020,Montana,66.5,64.9
40680,8,2020,Nebraska,74.6,73.4
40681,8,2020,Nevada,74.9,71.1
40682,8,2020,New Hampshire,68.8,65.3
40683,8,2020,New Jersey,77.2,72.6
40684,8,2020,New Mexico,76.4,71.8
40685,8,2020,New York,70.8,67.2
40686,8,2020,North Carolina,78.6,76.3
40687,8,2020,North Dakota,69.8,68.0
40688,8,2020,Ohio,74.6,72.0
40689,8,2020,Oklahoma,81.0,81.3
40690,8,2020,Oregon,66.6,64.3
40691,8,2020,Pennsylvania,73.2,69.3
40692,8,2020,Rhode Island,74.6,69.5
40693,8,2020,South Carolina,81.0,79.3
40694,8,2020,South Dakota,73.0,71.5
40695,8,2020,Tennessee,77.8,76.6
40696,8,2020,Texas,84.8,82.1
40697,8,2020,Utah,74.8,70.5
40698,8,2020,Vermont,68.0,64.6
40699,8,2020,Virginia,77.1,73.9
40700,8,2020,Washington,65.2,63.7
40701,8,2020,West Virginia,74.0,71.1
40702,8,2020,Wisconsin,70.1,67.7
40703,8,2020,Wyoming,67.1,64.3
40704,9,2020,Alabama,77.2,76.9
40705,9,2020,Arizona,79.8,74.9
40706,9,2020,Arkansas,74.8,76.1
40707,9,2020,California,76.4,71.1
40708,9,2020,Colorado,64.4,61.2
40709,9,2020,Connecticut,68.0,65.0
40710,9,2020,Delaware,72.9,70.5
40711,9,2020,Florida,81.9,80.1
40712,9,2020,Georgia,77.4,76.8
40713,9,2020,Idaho,62.9,59.1
40714,9,2020,Illinois,69.2,69.8
40715,9,2020,Indiana,68.6,69.0
40716,9,2020,Iowa,66.9,67.2
40717,9,2020,Kansas,71.4,73.0
40718,9,2020,Kentucky,71.6,71.8
40719,9,2020,Louisiana,79.9,79.4
40720,9,2020,Maine,61.2,59.0
40721,9,2020,Maryland,71.9,70.1
40722,9,2020,Massachusetts,67.2,63.9
40723,9,2020,Michigan,63.4,62.2
40724,9,2020,Minnesota,62.4,61.6
40725,9,2020,Mississippi,77.8,77.7
40726,9,2020,Missouri,70.8,72.2
40727,9,2020,Montana,62.2,58.9
40728,9,2020,Nebraska,68.4,67.6
40729,9,2020,Nevada,71.1,65.9
40730,9,2020,New Hampshire,62.5,60.3
40731,9,2020,New Jersey,71.2,68.3
40732,9,2020,New Mexico,70.6,67.7
40733,9,2020,New York,64.1,62.5
40734,9,2020,North Carolina,73.6,72.9
40735,9,2020,North Dakota,63.1,61.5
40736,9,2020,Ohio,68.4,67.7
40737,9,2020,Oklahoma,74.9,77.0
40738,9,2020,Oregon,64.9,60.6
40739,9,2020,Pennsylvania,66.8,65.0
40740,9,2020,Rhode Island,69.2,65.3
40741,9,2020,South Carolina,76.7,76.2
40742,9,2020,South Dakota,66.5,65.3
40743,9,2020,Tennessee,73.2,73.1
40744,9,2020,Texas,79.2,78.8
40745,9,2020,Utah,69.9,65.0
40746,9,2020,Vermont,61.2,59.7
40747,9,2020,Virginia,70.9,70.1
40748,9,2020,Washington,63.4,60.2
40749,9,2020,West Virginia,68.4,67.4
40750,9,2020,Wisconsin,62.8,62.2
40751,9,2020,Wyoming,61.6,58.5
40752,10,2020,Alabama,70.6,69.3
40753,10,2020,Arizona,70.9,66.5
40754,10,2020,Arkansas,65.6,67.3
40755,10,2020,California,70.1,64.0
40756,10,2020,Colorado,52.9,51.9
40757,10,2020,Connecticut,58.4,56.3
40758,10,2020,Delaware,64.4,61.9
40759,10,2020,Florida,78.9,75.7
40760,10,2020,Georgia,71.4,69.4
40761,10,2020,Idaho,52.0,49.4
40762,10,2020,Illinois,58.8,60.4
40763,10,2020,Indiana,59.1,59.7
40764,10,2020,Iowa,54.0,57.2
40765,10,2020,Kansas,59.4,62.5
40766,10,2020,Kentucky,63.0,62.8
40767,10,2020,Louisiana,72.9,72.3
40768,10,2020,Maine,50.8,49.6
40769,10,2020,Maryland,63.2,61.5
40770,10,2020,Massachusetts,57.6,55.2
40771,10,2020,Michigan,51.3,53.0
40772,10,2020,Minnesota,47.7,50.9
40773,10,2020,Mississippi,70.6,69.8
40774,10,2020,Missouri,60.4,62.6
40775,10,2020,Montana,48.2,48.6
40776,10,2020,Nebraska,54.6,56.9
40777,10,2020,Nevada,60.9,56.2
40778,10,2020,New Hampshire,52.8,51.2
40779,10,2020,New Jersey,61.9,59.5
40780,10,2020,New Mexico,60.8,59.3
40781,10,2020,New York,54.3,53.5
40782,10,2020,North Carolina,66.4,65.0
40783,10,2020,North Dakota,47.4,50.1
40784,10,2020,Ohio,59.1,58.7
40785,10,2020,Oklahoma,64.3,67.4
40786,10,2020,Oregon,56.9,52.6
40787,10,2020,Pennsylvania,57.2,56.2
40788,10,2020,Rhode Island,59.6,57.0
40789,10,2020,South Carolina,70.4,68.5
40790,10,2020,South Dakota,50.8,54.0
40791,10,2020,Tennessee,65.2,64.5
40792,10,2020,Texas,70.0,71.0
40793,10,2020,Utah,58.4,54.8
40794,10,2020,Vermont,51.8,50.6
40795,10,2020,Virginia,62.7,61.6
40796,10,2020,Washington,54.8,52.1
40797,10,2020,West Virginia,59.8,58.9
40798,10,2020,Wisconsin,49.3,52.4
40799,10,2020,Wyoming,48.4,48.1
40800,11,2020,Alabama,62.6,58.6
40801,11,2020,Arizona,59.8,55.0
40802,11,2020,Arkansas,56.7,55.8
40803,11,2020,California,58.6,54.6
40804,11,2020,Colorado,42.8,40.0
40805,11,2020,Connecticut,49.3,45.6
40806,11,2020,Delaware,55.9,51.0
40807,11,2020,Florida,74.0,68.3
40808,11,2020,Georgia,64.4,59.2
40809,11,2020,Idaho,39.0,37.8
40810,11,2020,Illinois,49.6,47.8
40811,11,2020,Indiana,49.9,47.5
40812,11,2020,Iowa,44.0,43.6
40813,11,2020,Kansas,50.4,49.3
40814,11,2020,Kentucky,53.8,51.1
40815,11,2020,Louisiana,65.0,62.4
40816,11,2020,Maine,40.8,38.2
40817,11,2020,Maryland,55.0,50.4
40818,11,2020,Massachusetts,48.6,44.7
40819,11,2020,Michigan,42.8,41.1
40820,11,2020,Minnesota,36.4,36.5
40821,11,2020,Mississippi,62.1,59.1
40822,11,2020,Missouri,51.6,50.3
40823,11,2020,Montana,36.0,36.3
40824,11,2020,Nebraska,44.5,43.3
40825,11,2020,Nevada,47.9,44.8
40826,11,2020,New Hampshire,42.8,40.0
40827,11,2020,New Jersey,53.1,48.6
40828,11,2020,New Mexico,52.0,48.0
40829,11,2020,New York,45.4,42.1
40830,11,2020,North Carolina,58.9,54.5
40831,11,2020,North Dakota,34.8,35.2
40832,11,2020,Ohio,50.0,46.9
40833,11,2020,Oklahoma,55.9,55.0
40834,11,2020,Oregon,44.8,42.9
40835,11,2020,Pennsylvania,48.5,45.0
40836,11,2020,Rhode Island,51.0,46.6
40837,11,2020,South Carolina,63.4,58.2
40838,11,2020,South Dakota,39.9,39.8
40839,11,2020,Tennessee,56.2,53.1
40840,11,2020,Texas,63.2,60.3
40841,11,2020,Utah,45.8,42.4
40842,11,2020,Vermont,42.2,39.2
40843,11,2020,Virginia,55.2,50.9
40844,11,2020,Washington,43.0,41.9
40845,11,2020,West Virginia,51.4,47.6
40846,11,2020,Wisconsin,40.0,39.2
40847,11,2020,Wyoming,37.2,35.8
40848,12,2020,Alabama,52.2,50.0
40849,12,2020,Arizona,47.8,45.4
40850,12,2020,Arkansas,48.3,45.7
40851,12,2020,California,48.2,46.3
40852,12,2020,Colorado,32.6,29.4
40853,12,2020,Connecticut,39.5,34.7
40854,12,2020,Delaware,45.8,41.0
40855,12,2020,Florida,64.2,61.5
40856,12,2020,Georgia,53.4,50.7
40857,12,2020,Idaho,29.4,27.7
40858,12,2020,Illinois,40.0,35.1
40859,12,2020,Indiana,40.2,35.7
40860,12,2020,Iowa,34.6,29.2
40861,12,2020,Kansas,42.0,36.8
40862,12,2020,Kentucky,43.6,40.8
40863,12,2020,Louisiana,56.4,54.2
40864,12,2020,Maine,32.1,25.5
40865,12,2020,Maryland,44.6,40.1
40866,12,2020,Massachusetts,38.9,33.7
40867,12,2020,Michigan,34.8,28.9
40868,12,2020,Minnesota,27.4,20.4
40869,12,2020,Mississippi,52.7,50.3
40870,12,2020,Missouri,43.0,38.3
40871,12,2020,Montana,30.6,25.0
40872,12,2020,Nebraska,37.0,30.6
40873,12,2020,Nevada,36.4,35.0
40874,12,2020,New Hampshire,33.2,27.9
40875,12,2020,New Jersey,43.1,38.1
40876,12,2020,New Mexico,41.2,38.2
40877,12,2020,New York,35.8,30.4
40878,12,2020,North Carolina,48.5,45.4
40879,12,2020,North Dakota,27.6,19.6
40880,12,2020,Ohio,40.0,35.6
40881,12,2020,Oklahoma,47.2,43.6
40882,12,2020,Oregon,36.2,34.7
40883,12,2020,Pennsylvania,38.4,34.1
40884,12,2020,Rhode Island,41.6,36.2
40885,12,2020,South Carolina,52.4,49.3
40886,12,2020,South Dakota,33.4,25.6
40887,12,2020,Tennessee,45.7,43.3
40888,12,2020,Texas,54.6,50.8
40889,12,2020,Utah,33.0,31.5
40890,12,2020,Vermont,32.6,26.7
40891,12,2020,Virginia,44.8,41.1
40892,12,2020,Washington,35.6,33.6
40893,12,2020,West Virginia,40.9,37.6
40894,12,2020,Wisconsin,31.4,24.9
40895,12,2020,Wyoming,28.8,24.8
40896,1,2021,Alabama,46.2,45.8
40897,1,2021,Arizona,42.3,41.1
40898,1,2021,Arkansas,42.0,40.5
40899,1,2021,California,45.5,42.7
40900,1,2021,Colorado,26.7,24.5
40901,1,2021,Connecticut,31.4,27.3
40902,1,2021,Delaware,38.0,34.8
40903,1,2021,Florida,58.2,58.3
40904,1,2021,Georgia,47.0,46.6
40905,1,2021,Idaho,26.4,23.0
40906,1,2021,Illinois,31.2,27.4
40907,1,2021,Indiana,32.0,28.4
40908,1,2021,Iowa,25.6,20.3
40909,1,2021,Kansas,35.0,30.1
40910,1,2021,Kentucky,36.5,35.0
40911,1,2021,Louisiana,50.8,50.2
40912,1,2021,Maine,24.4,16.0
40913,1,2021,Maryland,36.8,33.9
40914,1,2021,Massachusetts,31.0,26.2
40915,1,2021,Michigan,26.8,20.7
40916,1,2021,Minnesota,19.6,9.7
40917,1,2021,Mississippi,46.9,46.0
40918,1,2021,Missouri,35.0,31.3
40919,1,2021,Montana,27.6,18.7
40920,1,2021,Nebraska,30.2,23.7
40921,1,2021,Nevada,33.0,30.5
40922,1,2021,New Hampshire,25.5,19.4
40923,1,2021,New Jersey,35.4,31.4
40924,1,2021,New Mexico,35.0,34.0
40925,1,2021,New York,26.9,22.2
40926,1,2021,North Carolina,41.4,40.7
40927,1,2021,North Dakota,22.2,9.6
40928,1,2021,Ohio,32.2,28.6
40929,1,2021,Oklahoma,40.4,37.8
40930,1,2021,Oregon,34.5,31.0
40931,1,2021,Pennsylvania,30.7,27.1
40932,1,2021,Rhode Island,33.6,29.1
40933,1,2021,South Carolina,45.8,45.2
40934,1,2021,South Dakota,27.4,17.4
40935,1,2021,Tennessee,39.6,38.3
40936,1,2021,Texas,47.9,46.2
40937,1,2021,Utah,27.6,26.1
40938,1,2021,Vermont,23.8,17.7
40939,1,2021,Virginia,37.5,35.8
40940,1,2021,Washington,34.2,29.6
40941,1,2021,West Virginia,33.4,31.8
40942,1,2021,Wisconsin,22.2,15.3
40943,1,2021,Wyoming,24.0,19.6
40944,2,2021,Alabama,46.6,46.5
40945,2,2021,Arizona,44.6,42.7
40946,2,2021,Arkansas,38.0,41.1
40947,2,2021,California,46.4,43.8
40948,2,2021,Colorado,25.7,25.6
40949,2,2021,Connecticut,28.8,25.8
40950,2,2021,Delaware,35.8,33.8
40951,2,2021,Florida,61.2,58.6
40952,2,2021,Georgia,48.6,47.4
40953,2,2021,Idaho,26.0,24.3
40954,2,2021,Illinois,25.0,27.2
40955,2,2021,Indiana,27.1,28.0
40956,2,2021,Iowa,18.2,20.2
40957,2,2021,Kansas,29.0,31.1
40958,2,2021,Kentucky,34.0,35.1
40959,2,2021,Louisiana,49.2,50.9
40960,2,2021,Maine,20.0,14.0
40961,2,2021,Maryland,34.8,33.1
40962,2,2021,Massachusetts,28.2,24.6
40963,2,2021,Michigan,21.2,18.6
40964,2,2021,Minnesota,12.4,9.2
40965,2,2021,Mississippi,45.6,46.8
40966,2,2021,Missouri,29.0,31.6
40967,2,2021,Montana,20.2,19.0
40968,2,2021,Nebraska,22.8,24.4
40969,2,2021,Nevada,34.6,32.0
40970,2,2021,New Hampshire,21.8,17.9
40971,2,2021,New Jersey,32.9,30.1
40972,2,2021,New Mexico,36.1,35.7
40973,2,2021,New York,22.8,20.2
40974,2,2021,North Carolina,41.4,41.0
40975,2,2021,North Dakota,13.4,9.1
40976,2,2021,Ohio,28.0,27.9
40977,2,2021,Oklahoma,35.6,38.9
40978,2,2021,Oregon,34.2,32.2
40979,2,2021,Pennsylvania,27.9,25.9
40980,2,2021,Rhode Island,31.2,27.5
40981,2,2021,South Carolina,46.5,45.7
40982,2,2021,South Dakota,19.6,17.4
40983,2,2021,Tennessee,38.6,38.7
40984,2,2021,Texas,45.6,47.4
40985,2,2021,Utah,30.2,27.9
40986,2,2021,Vermont,19.6,15.9
40987,2,2021,Virginia,36.6,35.7
40988,2,2021,Washington,33.0,30.8
40989,2,2021,West Virginia,32.0,31.6
40990,2,2021,Wisconsin,15.4,14.4
40991,2,2021,Wyoming,20.4,20.3
40992,3,2021,Alabama,53.2,51.6
40993,3,2021,Arizona,48.0,47.1
40994,3,2021,Arkansas,45.0,47.2
40995,3,2021,California,47.8,47.1
40996,3,2021,Colorado,30.2,30.5
40997,3,2021,Connecticut,33.9,30.9
40998,3,2021,Delaware,41.5,38.5
40999,3,2021,Florida,65.8,61.8
41000,3,2021,Georgia,54.7,52.0
41001,3,2021,Idaho,30.0,29.5
41002,3,2021,Illinois,33.4,34.5
41003,3,2021,Indiana,34.8,34.5
41004,3,2021,Iowa,27.4,28.7
41005,3,2021,Kansas,36.0,38.0
41006,3,2021,Kentucky,41.4,40.9
41007,3,2021,Louisiana,55.0,55.7
41008,3,2021,Maine,24.0,20.4
41009,3,2021,Maryland,40.7,38.1
41010,3,2021,Massachusetts,33.0,29.7
41011,3,2021,Michigan,27.1,24.1
41012,3,2021,Minnesota,21.1,18.7
41013,3,2021,Mississippi,52.2,52.0
41014,3,2021,Missouri,37.2,38.7
41015,3,2021,Montana,24.9,25.4
41016,3,2021,Nebraska,29.6,31.3
41017,3,2021,Nevada,37.4,36.8
41018,3,2021,New Hampshire,26.4,23.6
41019,3,2021,New Jersey,38.1,34.9
41020,3,2021,New Mexico,41.0,40.6
41021,3,2021,New York,28.4,25.7
41022,3,2021,North Carolina,47.4,45.6
41023,3,2021,North Dakota,20.8,18.3
41024,3,2021,Ohio,35.0,33.7
41025,3,2021,Oklahoma,42.6,45.3
41026,3,2021,Oregon,36.2,36.2
41027,3,2021,Pennsylvania,33.6,31.2
41028,3,2021,Rhode Island,35.6,31.9
41029,3,2021,South Carolina,52.4,50.4
41030,3,2021,South Dakota,26.1,25.3
41031,3,2021,Tennessee,45.5,44.3
41032,3,2021,Texas,51.6,52.8
41033,3,2021,Utah,35.3,33.8
41034,3,2021,Vermont,24.8,21.8
41035,3,2021,Virginia,42.6,40.6
41036,3,2021,Washington,35.5,35.8
41037,3,2021,West Virginia,38.6,36.9
41038,3,2021,Wisconsin,23.8,22.3
41039,3,2021,Wyoming,24.8,25.7
41040,4,2021,Alabama,60.6,59.0
41041,4,2021,Arizona,55.4,53.2
41042,4,2021,Arkansas,56.7,55.9
41043,4,2021,California,53.2,51.3
41044,4,2021,Colorado,39.4,38.0
41045,4,2021,Connecticut,44.0,40.7
41046,4,2021,Delaware,51.4,47.4
41047,4,2021,Florida,68.8,66.6
41048,4,2021,Georgia,61.0,59.2
41049,4,2021,Idaho,38.4,36.8
41050,4,2021,Illinois,49.4,45.7
41051,4,2021,Indiana,48.9,45.1
41052,4,2021,Iowa,45.8,41.3
41053,4,2021,Kansas,50.2,47.9
41054,4,2021,Kentucky,52.5,50.3
41055,4,2021,Louisiana,63.6,62.6
41056,4,2021,Maine,36.4,32.1
41057,4,2021,Maryland,51.0,47.3
41058,4,2021,Massachusetts,43.0,39.4
41059,4,2021,Michigan,41.0,35.5
41060,4,2021,Minnesota,38.9,33.3
41061,4,2021,Mississippi,61.0,59.5
41062,4,2021,Missouri,52.1,49.1
41063,4,2021,Montana,38.2,35.0
41064,4,2021,Nebraska,44.8,41.8
41065,4,2021,Nevada,44.2,43.0
41066,4,2021,New Hampshire,38.2,34.8
41067,4,2021,New Jersey,48.4,44.4
41068,4,2021,New Mexico,49.0,47.4
41069,4,2021,New York,40.4,36.7
41070,4,2021,North Carolina,55.6,53.5
41071,4,2021,North Dakota,38.2,33.0
41072,4,2021,Ohio,48.1,43.8
41073,4,2021,Oklahoma,55.7,54.4
41074,4,2021,Oregon,42.7,41.1
41075,4,2021,Pennsylvania,45.0,41.3
41076,4,2021,Rhode Island,44.6,40.9
41077,4,2021,South Carolina,59.8,57.9
41078,4,2021,South Dakota,41.5,37.8
41079,4,2021,Tennessee,54.9,53.0
41080,4,2021,Texas,61.6,60.6
41081,4,2021,Utah,42.9,41.4
41082,4,2021,Vermont,37.0,33.5
41083,4,2021,Virginia,51.9,49.3
41084,4,2021,Washington,43.2,41.8
41085,4,2021,West Virginia,48.4,46.0
41086,4,2021,Wisconsin,40.9,35.5
41087,4,2021,Wyoming,35.0,33.9
41088,5,2021,Alabama,65.5,66.7
41089,5,2021,Arizona,64.6,60.9
41090,5,2021,Arkansas,62.5,64.6
41091,5,2021,California,61.4,57.4
41092,5,2021,Colorado,48.0,47.2
41093,5,2021,Connecticut,53.3,51.4
41094,5,2021,Delaware,59.3,57.1
41095,5,2021,Florida,72.9,72.1
41096,5,2021,Georgia,65.7,67.0
41097,5,2021,Idaho,45.9,45.1
41098,5,2021,Illinois,56.8,56.8
41099,5,2021,Indiana,55.8,56.0
41100,5,2021,Iowa,54.2,53.9
41101,5,2021,Kansas,57.2,58.5
41102,5,2021,Kentucky,58.4,59.8
41103,5,2021,Louisiana,68.6,69.8
41104,5,2021,Maine,48.0,44.5
41105,5,2021,Maryland,58.6,57.3
41106,5,2021,Massachusetts,52.7,50.2
41107,5,2021,Michigan,49.6,47.8
41108,5,2021,Minnesota,48.6,47.7
41109,5,2021,Mississippi,66.0,67.4
41110,5,2021,Missouri,58.3,59.4
41111,5,2021,Montana,44.5,45.5
41112,5,2021,Nebraska,52.4,53.0
41113,5,2021,Nevada,53.2,50.7
41114,5,2021,New Hampshire,49.2,46.6
41115,5,2021,New Jersey,56.8,54.6
41116,5,2021,New Mexico,58.0,55.8
41117,5,2021,New York,50.2,48.6
41118,5,2021,North Carolina,61.9,62.1
41119,5,2021,North Dakota,46.6,47.4
41120,5,2021,Ohio,55.1,54.6
41121,5,2021,Oklahoma,61.7,63.7
