City,State,County
Aurora,mo,lawrence
Neptune Beach,fl,duval
Tolleson,az,maricopa
Pinson,al,jefferson
Savannah,tn,hardin
Waveland,ms,hancock
Pembroke,nh,merrimack
Keyport,nj,monmouth
Floresville,tx,wilson
Batesville,in,franklin
Batesville,in,ripley
King,nc,forsyth
King,nc,stokes
Devils Lake,nd,ramsey
Mammoth Lakes,ca,mono
Souderton,pa,montgomery
Atherton,ca,san mateo
Spring Lake Park,mn,ramsey
Spring Lake Park,mn,anoka
Ridley Park,pa,delaware
Bremen,ga,haralson
Bremen,ga,carroll
Delafield,wi,waukesha
Jackson,wi,washington
Hiawatha,ia,linn
Winfield,in,lake
Stow,ma,middlesex
Monticello,ny,sullivan
Great Barrington,ma,berkshire
Lake Hallie,wi,chippewa
Gonzales,tx,gonzales
Russellville,ky,logan
Demopolis,al,marengo
Clarkston,wa,asotin
Fircrest,wa,pierce
Canton,ny,st. lawrence
Durham,ct,middlesex
Oscoda,mi,iosco
Milton Freewater,or,umatilla
Morehead,ky,rowan
Robinson,il,crawford
Seminole,ok,seminole
University Park,il,cook
University Park,il,will
Lebanon,ct,new london
Windsor,mi,eaton
Richland,ms,rankin
Georgetown,de,sussex
Mentor on the Lake,oh,lake
Epping,nh,rockingham
Philadelphia,ms,neshoba
Delphos,oh,van wert
Delphos,oh,allen
Parkville,mo,platte
Seaside,or,clatsop
Winters,ca,yolo
Kosciusko,ms,attala
Stickney,il,cook
Islamorada,fl,monroe
Gettysburg,pa,adams
Cortland,oh,trumbull
Brockport,ny,monroe
Waikoloa Village,hi,hawaii
Crete,ne,saline
Murphysboro,il,jackson
Atkinson,nh,rockingham
Tuckahoe,ny,westchester
Augusta,mi,washtenaw
Greenville,il,bond
Strasburg,va,shenandoah
Mills River,nc,henderson
Barrington,nj,camden
Fayetteville,tn,lincoln
Dayton,tn,rhea
Mendota,il,lasalle
Youngtown,az,maricopa
Norwich,ny,chenango
Prairie Grove,ar,washington
Hamilton,al,marion
Napili Honokowai,hi,maui
Marble Falls,tx,burnet
Milltown,nj,middlesex
Harrisville,ut,weber
Buena Vista,nj,atlantic
Belle Isle,fl,orange
Connellsville,pa,fayette
St Joseph,mn,stearns
Frostburg,md,allegany
Calumet Park,il,cook
Bennettsville,sc,marlboro
Mountainside,nj,union
Sturgis,sd,meade
Mount Carmel,il,wabash
Lincoln,ma,middlesex
Midland Park,nj,bergen
St Louis,mi,gratiot
Trinity,nc,randolph
Aspen,co,pitkin
Clinton,il,de witt
Church Hill,tn,hawkins
Mount Healthy,oh,hamilton
Morrilton,ar,conway
Rockport,ma,essex
Lacy Lakeview,tx,mclennan
Seminole,tx,gaines
St Albans,vt,franklin
Noble,ok,cleveland
Fort Bragg,ca,mendocino
Stratford,nj,camden
Osceola,ar,mississippi
Ambridge,pa,beaver
Linwood,nj,atlantic
Lanett,al,chambers
Heber Springs,ar,cleburne
Holly Springs,ms,marshall
Hurricane,wv,putnam
Idabel,ok,mccurtain
Grove,ok,delaware
Manorhaven,ny,nassau
Nappanee,in,elkhart
Nappanee,in,kosciusko
Kula,hi,maui
Shamokin,pa,northumberland
Belfast,me,waldo
Oneonta,al,blount
Kirtland,oh,lake
Rockland,me,knox
Silsbee,tx,hardin
Elkins,wv,randolph
Fox Point,wi,milwaukee
Nevada,ia,story
Huron,oh,erie
Sturtevant,wi,racine
Tamaqua,pa,schuylkill
Sullivan,mo,franklin
Sullivan,mo,crawford
Bonne Terre,mo,st. francois
Zebulon,nc,wake
Greenbrier,tn,robertson
Perry,fl,taylor
Basehor,ks,leavenworth
Mexia,tx,limestone
Orland Hills,il,cook
LaFayette,ga,walker
Valley Park,mo,st. louis
Jasper,tx,jasper
Dacula,ga,gwinnett
Monessen,pa,westmoreland
Taylor Mill,ky,kenton
Roeland Park,ks,johnson
Newport,tn,cocke
Clifton Heights,pa,delaware
Millsboro,de,sussex
Union,oh,miami
Union,oh,montgomery
Harvard,ma,worcester
Kasson,mn,dodge
Allendale,nj,bergen
Litchfield Park,az,maricopa
Lincoln,al,talladega
Ocean City,md,worcester
Sealy,tx,austin
Medina,mn,hennepin
Loomis,ca,placer
Huntingdon,pa,huntingdon
Marshall,mi,calhoun
Walden,ny,orange
La Feria,tx,cameron
Chester,il,randolph
Thomson,ga,mcduffie
Lawrence,ny,nassau
Ambler,pa,montgomery
Isanti,mn,isanti
St Augustine Beach,fl,st. johns
Kaufman,tx,kaufman
Pepper Pike,oh,cuyahoga
Atlantic,ia,cass
Folcroft,pa,delaware
Junction City,or,lane
Tabernacle,nj,burlington
Normandy Park,wa,king
Opp,al,covington
Westbrook,ct,middlesex
Berkley,ma,bristol
Oakmont,pa,allegheny
Groveland,ma,essex
Satsuma,al,mobile
Bayville,ny,nassau
Roosevelt,ut,duchesne
Brookings,or,curry
North Syracuse,ny,onondaga
Live Oak,fl,suwannee
Essex,ct,middlesex
Harrisburg,sd,lincoln
Addis,la,west baton rouge
Belpre,oh,washington
Franklin,la,st. mary
Steilacoom,wa,pierce
Eldridge,ia,scott
Merrimac,ma,essex
Farmington,nh,strafford
Galax,va,galax
Eliot,me,york
Newbury,ma,essex
Ocean Shores,wa,grays harbor
Boonville,in,warrick
Benton,il,franklin
Robertsdale,al,baldwin
Winthrop Harbor,il,lake
Stone Mountain,ga,dekalb
Swanton,vt,franklin
Fowler,ca,fresno
Upper Sandusky,oh,wyandot
Donaldsonville,la,ascension
North Caldwell,nj,essex
Oakdale,la,allen
Stewartville,mn,olmsted
West View,pa,allegheny
Plymouth,nh,grafton
Crescent City,ca,del norte
Clover,sc,york
Amory,ms,monroe
Highland Heights,ky,campbell
Meredith,nh,belknap
New Hartford,ct,litchfield
Bedford,va,bedford
Blakely,pa,lackawanna
Bronxville,ny,westchester
Jordan,mn,scott
Ontario,oh,richland
Ellettsville,in,monroe
Irvington,ny,westchester
Warwick,ny,orange
Purcell,ok,cleveland
Purcell,ok,mcclain
Solvay,ny,onondaga
St John,mo,st. louis
Unionville,nc,union
Buena Vista,va,buena vista
Black Jack,mo,st. louis
Larchmont,ny,westchester
Litchfield,mn,meeker
Nitro,wv,putnam
Nitro,wv,kanawha
Sunbury,oh,delaware
Mascotte,fl,lake
Milton,pa,northumberland
North Vernon,in,jennings
Horseheads,ny,chemung
Litchfield,il,montgomery
Pratt,ks,pratt
Bridgewater,va,rockingham
Chatham,ma,barnstable
Treasure Island,fl,pinellas
Milford,oh,clermont
Milford,oh,hamilton
Valley City,nd,barnes
Carthage,tx,panola
Morrow,ga,clayton
Topsfield,ma,essex
Union Gap,wa,yakima
Carolina Beach,nc,new hanover
Brier,wa,snohomish
Gunnison,co,gunnison
Indiantown,fl,martin
Columbiana,oh,mahoning
Columbiana,oh,columbiana
Pea Ridge,ar,benton
Vine Grove,ky,hardin
Hapeville,ga,fulton
Sandown,nh,rockingham
Schuyler,ne,colfax
Plattsmouth,ne,cass
Swarthmore,pa,delaware
Garrett,in,dekalb
Geneseo,il,henry
Decatur,tx,wise
Iowa Park,tx,wichita
Charles Town,wv,jefferson
Woodland,wa,cowlitz
Woodland,wa,clark
St James,nc,brunswick
West Greenwich,ri,kent
Catasauqua,pa,lehigh
Calipatria,ca,imperial
Elm Grove,wi,waukesha
Red Lion,pa,york
Mattapoisett,ma,plymouth
Union,nj,hunterdon
Ralston,ne,douglas
Mount Vernon,in,posey
Timnath,co,larimer
Delano,mn,wright
Fairfield,me,somerset
Hillsboro,oh,highland
Rindge,nh,cheshire
Taos,nm,taos
Lebanon,me,york
Hermon,me,penobscot
Lynchburg,tn,moore
Abilene,ks,dickinson
Exeter,ri,washington
Penitas,tx,hidalgo
Shamong,nj,burlington
Chickasaw,al,mobile
De Soto,mo,jefferson
Watchung,nj,somerset
Marion,sc,marion
Nephi,ut,juab
Cherry Hills Village,co,arapahoe
Burnet,tx,burnet
Carbondale,co,garfield
St Gabriel,la,iberville
Willis,tx,montgomery
Forest Hills,pa,allegheny
Prospect Park,pa,delaware
Countryside,il,cook
Powell,wy,park
Peterborough,nh,hillsborough
Wolfeboro,nh,carroll
Colusa,ca,colusa
Sidney,ne,cheyenne
Eudora,ks,douglas
Shrewsbury,mo,st. louis
Leitchfield,ky,grayson
Glenarden,md,prince george's
Moraine,oh,montgomery
Huntington Woods,mi,oakland
Keene,tx,johnson
Douglas,wy,converse
Dillon,sc,dillon
South Lebanon,oh,warren
Sanibel,fl,lee
Lake Alfred,fl,polk
Walker,la,livingston
Carlstadt,nj,bergen
Prospect Park,nj,passaic
Salem,in,washington
New Hanover,nj,burlington
Huntingburg,in,dubois
Marvin,nc,union
Chesapeake Beach,md,calvert
Johnsburg,il,mchenry
Crystal City,tx,zavala
Sidney,mt,richland
Willard,mo,greene
Pigeon Forge,tn,sevier
East Rochester,ny,monroe
Cynthiana,ky,harrison
Crockett,tx,houston
Dalton,ma,berkshire
Bethel,ak,bethel
Portland,in,jay
Selma,nc,johnston
Ashburnham,ma,worcester
Byron,mn,olmsted
Sweetwater,tn,mcminn
Sweetwater,tn,monroe
Twin Lakes,wi,kenosha
Henderson,tn,chester
Eatonton,ga,putnam
Orleans,ma,barnstable
Ville Platte,la,evangeline
Gulf Breeze,fl,santa rosa
Munford,tn,tipton
Tecumseh,ok,pottawatomie
Millersville,tn,robertson
Millersville,tn,sumner
Newport,nh,sullivan
Roseland,nj,essex
Rossford,oh,wood
Dacono,co,weld
Clyde,oh,sandusky
Taylor,pa,lackawanna
Willows,ca,glenn
Barnesville,ga,lamar
Mulvane,ks,sumner
Mulvane,ks,sedgwick
Tallulah,la,madison
Dennis,nj,cape may
Talent,or,jackson
Waupaca,wi,waupaca
Warrenton,or,clatsop
Lowell,mi,kent
Lebanon,ky,marion
Princeton,ky,caldwell
Rochester,in,fulton
Fair Haven,nj,monmouth
Plaquemine,la,iberville
Kermit,tx,winkler
Orange City,ia,sioux
Calumet,mi,houghton
Steelton,pa,dauphin
South Williamsport,pa,lycoming
Martins Ferry,oh,belmont
Pembroke Park,fl,broward
Manistee,mi,manistee
McRae Helena,ga,telfair
Jackson,oh,jackson
Harrah,ok,oklahoma
Marianna,fl,jackson
Hampstead,md,carroll
Oakland,me,kennebec
Elsmere,de,new castle
Mendon,ma,worcester
White Oak,tx,gregg
Southampton,ma,hampshire
Maurice River,nj,cumberland
Cold Spring,ky,campbell
High Springs,fl,alachua
Thurmont,md,frederick
Lake Mills,wi,jefferson
Corry,pa,erie
Rushville,in,rush
Watford City,nd,mckenzie
Huron,ca,fresno
Kingston,nh,rockingham
Aztec,nm,san juan
Lauderdale by the Sea,fl,broward
Willard,oh,huron
Paulsboro,nj,gloucester
Lebanon,nj,hunterdon
Braidwood,il,will
Eastampton,nj,burlington
Madison,sd,lake
Gun Barrel City,tx,henderson
Zimmerman,mn,sherburne
Corcoran,mn,hennepin
Henniker,nh,merrimack
Crestwood,ky,oldham
Lakemoor,il,lake
Lakemoor,il,mchenry
Clairton,pa,allegheny
Glendale,mo,st. louis
Elburn,il,kane
Edgewood,nm,santa fe
Edgewood,nm,bernalillo
Edgewood,nm,sandoval
Killingworth,ct,middlesex
Lyman,sc,spartanburg
Cheverly,md,prince george's
Rowley,ma,essex
Tequesta,fl,palm beach
Gas City,in,grant
Walkersville,md,frederick
Everman,tx,tarrant
Adel,ia,dallas
Morris Plains,nj,morris
Oceanport,nj,monmouth
Darlington,sc,darlington
Rockford,mi,kent
Ishpeming,mi,marquette
Kinross,mi,chippewa
Gladewater,tx,gregg
Gladewater,tx,upshur
Marlborough,ct,hartford
Hellertown,pa,northampton
Little Silver,nj,monmouth
Rittman,oh,wayne
Rittman,oh,medina
Chillicothe,il,peoria
Maquoketa,ia,jackson
Maquoketa,ia,clinton
Woodcliff Lake,nj,bergen
Solvang,ca,santa barbara
Tarrant,al,jefferson
Volo,il,lake
Winthrop,me,kennebec
Northville,mi,oakland
Northville,mi,wayne
Torrington,wy,goshen
De Soto,ks,johnson
Wesley Hills,ny,rockland
Granby,ma,hampshire
Gustine,ca,merced
New Boston,nh,hillsborough
Bellefonte,pa,centre
De Queen,ar,sevier
Sheridan,co,arapahoe
Snowflake,az,navajo
Wappingers Falls,ny,dutchess
Fruit Heights,ut,davis
Crafton,pa,allegheny
New Haven,mi,macomb
The Village of Indian Hill,oh,hamilton
Hartford City,in,blackford
Blackwell,ok,kay
Erwin,tn,unicoi
Rupert,id,minidoka
Milan,mi,washtenaw
Milan,mi,monroe
Cherryville,nc,gaston
Franklin,pa,venango
Avon,co,eagle
Fruitland,id,payette
Louisville,ms,winston
Grass Lake,mi,jackson
Independence,ia,buchanan
Prosser,wa,benton
Lindale,tx,smith
Waimanalo,hi,honolulu
Houlton,me,aroostook
Nazareth,pa,northampton
Truth or Consequences,nm,sierra
Ward,ar,lonoke
Somerset,pa,somerset
Medina,ny,orleans
Raton,nm,colfax
Dickson City,pa,lackawanna
Alpine,tx,brewster
Hainesport,nj,burlington
Hilton,ny,monroe
Wailea,hi,maui
Pevely,mo,jefferson
Hamlet,nc,richmond
Port Clinton,oh,ottawa
Greenwood,mo,jackson
Mount Zion,il,macon
Hopedale,ma,worcester
Mendham,nj,morris
Sharon Hill,pa,delaware
Richmond,mo,ray
Groveport,oh,franklin
Littleton,nh,grafton
Montrose,mi,genesee
Midway,ut,wasatch
Waterville,oh,lucas
Beacon Falls,ct,new haven
Logan,nj,gloucester
Wilmore,ky,jessamine
East Aurora,ny,erie
Holly,mi,oakland
Andover,nj,sussex
Pauls Valley,ok,garvin
Slinger,wi,washington
Loudon,tn,loudon
Battlefield,mo,greene
Brookville,oh,montgomery
Edna,tx,jackson
Wayne,ne,wayne
Metropolis,il,massac
Laie,hi,honolulu
Clearfield,pa,clearfield
Gardiner,me,kennebec
District Heights,md,prince george's
Moosic,pa,lackawanna
Cumberland,in,hancock
Cumberland,in,marion
Kingston,tn,roane
Lewistown,mt,fergus
Beardstown,il,cass
Monroeville,al,monroe
Auburn,nh,rockingham
Granville,oh,licking
Bartonville,il,peoria
Edgerton,wi,dane
Edgerton,wi,rock
Wake Village,tx,bowie
Asbury,ia,dubuque
Boiling Spring Lakes,nc,brunswick
Littlefield,tx,lamb
Norwood,pa,delaware
Monticello,il,piatt
Hillsborough,nh,hillsborough
Belding,mi,ionia
Manasquan,nj,monmouth
Kennett Square,pa,chester
Holdenville,ok,hughes
Patterson,la,st. mary
Salamanca,ny,cattaraugus
Dallas,nc,gaston
Stroudsburg,pa,monroe
Geneva,oh,ashtabula
Stokesdale,nc,guilford
Bridgeport,tx,wise
Dover,ma,norfolk
Bay Harbor Islands,fl,miami-dade
McKees Rocks,pa,allegheny
Oelwein,ia,fayette
DeFuniak Springs,fl,walton
Northfield,vt,washington
Nolanville,tx,bell
West Bountiful,ut,davis
Hopkinton,nh,merrimack
Mount Arlington,nj,morris
Peoria Heights,il,tazewell
Peoria Heights,il,woodford
Peoria Heights,il,peoria
Yoakum,tx,dewitt
Yoakum,tx,lavaca
Belmar,nj,monmouth
Poland,me,androscoggin
Estes Park,co,larimer
Estherville,ia,emmet
Lake City,sc,florence
Hillsboro,il,montgomery
Media,pa,delaware
Hightstown,nj,mercer
Mocksville,nc,davie
Chocolay,mi,marquette
Swartz Creek,mi,genesee
Grafton,oh,lorain
Alton,nh,belknap
Hudson,ny,columbia
Harriman,tn,roane
Old Tappan,nj,bergen
Palmer,ak,matanuska-susitna
Blaine,wa,whatcom
Richmond,mi,st. clair
Richmond,mi,macomb
Petoskey,mi,emmet
Pontoon Beach,il,madison
Los Ranchos de Albuquerque,nm,bernalillo
Princeton,wv,mercer
Tewksbury,nj,hunterdon
Windcrest,tx,bexar
Columbia,ms,marion
Wailua Homesteads,hi,kauai
Freeport,fl,walton
Jonesborough,tn,washington
Rumford,me,oxford
Slaton,tx,lubbock
Willow Springs,il,cook
Fort Wright,ky,kenton
Carterville,il,williamson
Villa Park,ca,orange
Breitung,mi,dickinson
Carver,mn,carver
Attalla,al,etowah
Du Quoin,il,perry
Alma,ar,crawford
Central City,ky,muhlenberg
Turner,me,androscoggin
Mullica,nj,atlantic
Rochelle Park,nj,bergen
Sandersville,ga,washington
Woodstock,va,shenandoah
Eaton,co,weld
International Falls,mn,koochiching
Waynesboro,ga,burke
Dos Palos,ca,merced
Germantown,oh,montgomery
Starke,fl,bradford
Lee,ma,berkshire
Ulysses,ks,grant
East Alton,il,madison
Jamesburg,nj,middlesex
Goshen,ny,orange
Punxsutawney,pa,jefferson
Paola,ks,miami
Emporia,va,emporia
Plymouth,pa,luzerne
Monticello,ky,wayne
Eastham,ma,barnstable
Pelham Manor,ny,westchester
Marion,va,smyth
Northfield,il,cook
Anadarko,ok,caddo
Glencoe,mn,mcleod
New Holland,pa,lancaster
Poolesville,md,montgomery
Childress,tx,childress
Covington,va,covington
Oxford,pa,chester
Maize,ks,sedgwick
Rensselaer,in,jasper
New Brighton,pa,beaver
Mount Carmel,pa,northumberland
Union Beach,nj,monmouth
Dowagiac,mi,cass
Rochester,ma,plymouth
Milton,wi,rock
Selinsgrove,pa,snyder
Carlinville,il,macoupin
Greenbrier,ar,faulkner
Coal City,il,grundy
Coal City,il,will
Blairstown,nj,warren
Evansville,wi,rock
Byron,ga,peach
Bulverde,tx,comal
Walkertown,nc,forsyth
Surfside,fl,miami-dade
Pass Christian,ms,harrison
Berryville,ar,carroll
La Habra Heights,ca,los angeles
Dumfries,va,prince william
Grosse Pointe,mi,wayne
New Gloucester,me,cumberland
Elsa,tx,hidalgo
Dayton,ky,campbell
Salida,co,chaffee
Bolton,ma,worcester
Wilmington,il,will
Eastman,ga,dodge
Washingtonville,ny,orange
Webster,ny,monroe
Leesville,la,vernon
Sylvester,ga,worth
Grayling,mi,crawford
Creswell,or,lane
Hollidaysburg,pa,blair
Norwood,nj,bergen
Henryetta,ok,okmulgee
Livingston,tx,polk
Pontotoc,ms,pontotoc
Brookline,nh,hillsborough
Albion,ny,orleans
Nashville,nc,nash
Posen,il,cook
Weiser,id,washington
Monaca,pa,beaver
Winston,or,douglas
Peculiar,mo,cass
Kings Point,ny,nassau
Belle Fourche,sd,butte
Lake Bluff,il,lake
Cottleville,mo,st. charles
Ephraim,ut,sanpete
Trenton,mo,grundy
Hutchins,tx,dallas
Holtville,ca,imperial
Luling,tx,caldwell
Luling,tx,guadalupe
Tea,sd,lincoln
Red Oak,ia,montgomery
Odessa,mo,lafayette
Palmerton,pa,carbon
Preston,id,franklin
Mena,ar,polk
Lafayette,tn,macon
Fort Myers Beach,fl,lee
Spring Valley,il,bureau
Kodiak,ak,kodiak island
White Hall,ar,jefferson
Loudon,nh,merrimack
Tonganoxie,ks,leavenworth
Adel,ga,cook
Bath,ny,steuben
Berlin,wi,waushara
Berlin,wi,green lake
Colby,ks,thomas
Rothschild,wi,marathon
Somerdale,nj,camden
Willington,ct,tolland
Watertown,mi,clinton
Caruthersville,mo,pemiscot
Coraopolis,pa,allegheny
Jamestown,ri,newport
New Carlisle,oh,clark
Chisago City,mn,chisago
Jackson,ga,butts
Perry,ut,box elder
New Castle,de,new castle
New Whiteland,in,johnson
Bellevue,ky,campbell
Fairfield,nj,cumberland
St Paul Park,mn,washington
Walterboro,sc,colleton
Polk City,ia,polk
Rye,nh,rockingham
Waterford,wi,racine
Columbus,wi,columbia
Columbus,wi,dodge
Greenville,pa,mercer
Williams,ca,colusa
Fruitland,md,wicomico
Chestertown,md,kent
Waipio Acres,hi,honolulu
Barre,ma,worcester
McKenzie,tn,henry
McKenzie,tn,carroll
McKenzie,tn,weakley
Pahokee,fl,palm beach
West Loch Estate,hi,honolulu
Homer,ak,kenai peninsula
White City,ut,salt lake
Wolfforth,tx,lubbock
Holdrege,ne,phelps
De Witt,ia,clinton
Exeter,pa,luzerne
Sheldon,ia,o'brien
Sheldon,ia,sioux
Monticello,in,white
Boxborough,ma,middlesex
Prairie du Chien,wi,crawford
Rainsville,al,dekalb
Sinton,tx,san patricio
Carlisle,oh,montgomery
Carlisle,oh,warren
Fairport,ny,monroe
Cave Springs,ar,benton
Kaser,ny,rockland
Lyndon,vt,caledonia
Obetz,oh,franklin
Algona,ia,kossuth
Spring Grove,il,mchenry
Harwinton,ct,litchfield
Krum,tx,denton
Malone,ny,franklin
Tyrone,pa,blair
Shippensburg,pa,cumberland
Shippensburg,pa,franklin
Shillington,pa,berks
Sunset,ut,davis
Greenwich,nj,warren
Mount Carmel,tn,hawkins
Independence,nj,warren
Chelsea,mi,washtenaw
North Hills,ny,nassau
St Clair,mi,st. clair
New Hempstead,ny,rockland
Marlin,tx,falls
Parker,tx,collin
Ripley,ms,tippah
Sayre,pa,bradford
Walton,ky,boone
Walton,ky,kenton
Macon,mo,macon
Douglass Hills,ky,jefferson
Sansom Park,tx,tarrant
Warren,ar,bradley
Anamosa,ia,jones
Bowie,tx,montague
Rockwood,tn,roane
Connell,wa,franklin
Spirit Lake,ia,dickinson
Morristown,vt,lamoille
Atlanta,tx,cass
Ranson,wv,jefferson
Deer Park,oh,hamilton
Forest,ms,scott
Hempstead,tx,waller
St Helena,ca,napa
Bessemer City,nc,gaston
Williamsville,ny,erie
Bridgton,me,cumberland
Osceola,ia,clarke
Belleview,fl,marion
Centerville,ia,appanoose
Reminderville,oh,summit
Wellston,oh,jackson
Manchester,md,carroll
Waynesville,mo,pulaski
Montevideo,mn,chippewa
Iola,ks,allen
Manchester-by-the-Sea,ma,essex
Smiths Station,al,lee
Walnut Ridge,ar,lawrence
Olyphant,pa,lackawanna
St Martinville,la,st. martin
North Fond du Lac,wi,fond du lac
Glencoe,al,calhoun
Glencoe,al,etowah
Blakely,ga,early
Clarinda,ia,page
Falcon Heights,mn,ramsey
Moab,ut,grand
California,pa,washington
Dunlap,tn,sequatchie
Benson,az,cochise
South Pasadena,fl,pinellas
Winterset,ia,madison
Philomath,or,benton
Marion,ma,plymouth
Nassau Bay,tx,harris
Fox Chapel,pa,allegheny
Englewood Cliffs,nj,bergen
Oak Bluffs,ma,dukes
Brush,co,morgan
Hollywood,sc,charleston
Berkeley,il,cook
Clementon,nj,camden
Allamuchy,nj,warren
Ada,oh,hardin
Larkin,mi,midland
Waterbury,vt,washington
Weldon Spring,mo,st. charles
Williamsburg,ky,whitley
Canal Fulton,oh,stark
Hadley,ma,hampshire
Dundee,mi,monroe
Rockdale,tx,milam
Guadalupe,az,maricopa
McGregor,tx,mclennan
McGregor,tx,coryell
Jaffrey,nh,cheshire
Margate City,nj,atlantic
Roanoke,al,randolph
Woodside,ca,san mateo
Columbia Falls,mt,flathead
Cameron,tx,milam
Toronto,oh,jefferson
Frankford,nj,sussex
Cicero,in,hamilton
East Kapolei,hi,honolulu
Genoa,il,dekalb
Bethany,ct,new haven
Cramerton,nc,gaston
Salem,nj,salem
Springfield,mi,calhoun
Rusk,tx,cherokee
Tucumcari,nm,quay
North Manchester,in,wabash
West Salem,wi,la crosse
Brewton,al,escambia
La Crescent,mn,houston
La Crescent,mn,winona
Tipton,in,tipton
Columbia,ct,tolland
North Oaks,mn,ramsey
Uhrichsville,oh,tuscarawas
Batesburg Leesville,sc,saluda
Batesburg Leesville,sc,lexington
Chester,sc,chester
Angier,nc,harnett
Angier,nc,wake
Hazard,ky,perry
Titusville,pa,crawford
Richlands,va,tazewell
Gladstone,mi,delta
Primera,tx,cameron
Westville,in,laporte
Verdigris,ok,rogers
Big Stone Gap,va,wise
Duquesne,pa,allegheny
Okeechobee,fl,okeechobee
Lake City,mn,wabasha
Lake City,mn,goodhue
Windsor Heights,ia,polk
Lehighton,pa,carbon
Williamston,nc,martin
Central,sc,pickens
Utica,mi,macomb
Chardon,oh,geauga
Kahaluu,hi,honolulu
Elmsford,ny,westchester
Grambling,la,lincoln
Carlisle,ma,middlesex
Schuylkill Haven,pa,schuylkill
Dundee,fl,polk
Hyde Park,ut,cache
Camden,me,knox
Chester,nh,rockingham
Thatcher,az,graham
Nottingham,nh,rockingham
Calistoga,ca,napa
Eureka,il,woodford
Stowe,vt,lamoille
Allegan,mi,allegan
Center,tx,shelby
East Granby,ct,hartford
Veneta,or,lane
Midfield,al,jefferson
Porter,in,porter
Chadron,ne,dawes
Bolivar,tn,hardeman
New Ipswich,nh,hillsborough
New Martinsville,wv,wetzel
Tillamook,or,tillamook
Eaton Rapids,mi,eaton
Northlake,tx,denton
Wakefield,nh,carroll
Cherokee,ia,cherokee
Pana,il,christian
Pana,il,shelby
Mayville,wi,dodge
Ashland City,tn,cheatham
Vinita,ok,craig
Bristol,wi,kenosha
St Robert,mo,pulaski
Bangor,pa,northampton
Breckenridge,tx,stephens
Camilla,ga,mitchell
Buckhannon,wv,upshur
King City,or,washington
Johnstown,oh,licking
Daytona Beach Shores,fl,volusia
Paris,me,oxford
Holland,nj,hunterdon
Edgartown,ma,dukes
Hugo,ok,choctaw
Mechanicville,ny,saratoga
West Hazleton,pa,luzerne
Buellton,ca,santa barbara
Flagler Beach,fl,volusia
Flagler Beach,fl,flagler
Muleshoe,tx,bailey
Northwood,oh,wood
Lewisburg,pa,union
Wildwood,nj,cape may
Waldoboro,me,lincoln
Alexandria,in,madison
North Stonington,ct,new london
Polson,mt,lake
Sultan,wa,snohomish
Davison,mi,genesee
Ione,ca,amador
Kingsford,mi,dickinson
Linton,in,greene
Madisonville,tn,monroe
Pupukea,hi,honolulu
Granite Shoals,tx,burnet
Lawrenceburg,in,dearborn
Monee,il,will
Medina,tn,gibson
Brady,tx,mcculloch
Buckley,wa,pierce
Richland Center,wi,richland
Turtle Creek,pa,allegheny
Ballston Spa,ny,saratoga
Concordia,ks,cloud
Clarks Summit,pa,lackawanna
Birdsboro,pa,berks
Iowa Falls,ia,hardin
Margaret,al,st. clair
Morris,mn,stevens
Jericho,vt,chittenden
Redwood Falls,mn,renville
Redwood Falls,mn,redwood
Fort Meade,fl,polk
Lake Barrington,il,lake
Milan,il,rock island
Bluefield,va,tazewell
St Clairsville,oh,belmont
Lenox,ma,berkshire
West York,pa,york
Deerfield,ma,franklin
Bar Harbor,me,hancock
Temple,ga,haralson
Temple,ga,carroll
Long View,nc,burke
Long View,nc,catawba
Goddard,ks,sedgwick
Gretna,ne,sarpy
Ardsley,ny,westchester
Breckenridge,co,summit
Norway,me,oxford
South Barrington,il,cook
Sandy Oaks,tx,bexar
Vandergrift,pa,westmoreland
Highwood,il,lake
Glenwood,ia,mills
Palmetto,ga,coweta
Palmetto,ga,fulton
Savannah,mo,andrew
Brookshire,tx,waller
Pinckneyville,il,perry
Manchester,ia,delaware
Marksville,la,avoyelles
Sulphur,ok,murray
Sea Cliff,ny,nassau
Williams,mi,bay
Charleston,mo,mississippi
Penn Yan,ny,yates
Staunton,il,macoupin
Winona Lake,in,kosciusko
Coloma,mi,berrien
Poplar Grove,il,boone
Kenneth City,fl,pinellas
Big Bear Lake,ca,san bernardino
Manheim,pa,lancaster
Canterbury,ct,windham
Colona,il,henry
Ironwood,mi,gogebic
Terrell Hills,tx,bexar
Munroe Falls,oh,summit
Sabattus,me,androscoggin
Collegeville,pa,montgomery
Cheraw,sc,chesterfield
Forest Hills,tn,davidson
Rigby,id,jefferson
Duryea,pa,luzerne
Harpswell,me,cumberland
Alva,ok,woods
Port Isabel,tx,cameron
Berlin,md,worcester
Cochran,ga,bleckley
Lakeport,ca,lake
Circle Pines,mn,anoka
Swoyersville,pa,luzerne
Sawmills,nc,caldwell
Jackson,ca,amador
Senoia,ga,coweta
Bridgeport,pa,montgomery
Sergeant Bluff,ia,woodbury
Fairfax,vt,franklin
Wadesboro,nc,anson
Aubrey,tx,denton
Edgewater,co,jefferson
Paxton,ma,worcester
Smithville,tn,dekalb
Sonora,ca,tuolumne
Heeia,hi,honolulu
Pleasant Garden,nc,guilford
Ste Genevieve,mo,ste. genevieve
Sparta,tn,white
Gibraltar,mi,wayne
Kalaheo,hi,kauai
