City,State,County
Okmulgee,OK,okmulgee
Wanaque,NJ,passaic
Groton,MA,middlesex
Wells,ME,york
Smithfield,NC,johnston
Westwood,NJ,bergen
Two Rivers,WI,manitowoc
Piedmont,CA,alameda
Storm Lake,IA,buena vista
Sierra Madre,CA,los angeles
Haysville,KS,sedgwick
Fort Gratiot,MI,st. clair
Lansing,KS,leavenworth
Ocean City,NJ,cape may
Satellite Beach,FL,brevard
Cleveland,MS,bolivar
Burr Ridge,IL,cook
Burr Ridge,IL,dupage
Batesville,AR,independence
East Windsor,CT,hartford
Milford,DE,sussex
Milford,DE,kent
Abbeville,LA,vermilion
Orono,ME,penobscot
Oregon,WI,dane
Union City,TN,obion
Magnolia,AR,columbia
Summit,IL,cook
Pontiac,IL,livingston
Warren,RI,bristol
Great Neck,NY,nassau
Kings Mountain,NC,cleveland
Kings Mountain,NC,gaston
Pompton Lakes,NJ,passaic
Grand Rapids,MN,itasca
Marinette,WI,marinette
Star,ID,ada
Star,ID,canyon
Urbana,OH,champaign
Wyomissing,PA,berks
Monmouth,OR,polk
Collegedale,TN,hamilton
Lansdowne,PA,delaware
East Hanover,NJ,morris
Merriam,KS,johnson
Van Wert,OH,van wert
Lincolnton,NC,lincoln
Leicester,MA,worcester
Pleasant View,UT,weber
Canyon Lake,CA,riverside
Sturgis,MI,st. joseph
Franklin Lakes,NJ,bergen
Peru,IN,miami
Lake Grove,NY,suffolk
Clayton,CA,contra costa
Totowa,NJ,passaic
Coshocton,OH,coshocton
Brandon,SD,minnehaha
Burlington,WI,racine
Burlington,WI,walworth
Wellington,CO,larimer
Castle Pines,CO,douglas
Bedford Heights,OH,cuyahoga
Waterloo,IL,monroe
West Caldwell,NJ,essex
Petal,MS,forrest
Lyndon,KY,jefferson
Springdale,OH,hamilton
Columbia,IL,st. clair
Columbia,IL,monroe
Fife,WA,pierce
Little Ferry,NJ,bergen
North Logan,UT,cache
Newcastle,OK,mcclain
Chatham,NJ,morris
Roscoe,IL,winnebago
Alcoa,TN,blount
Fox Lake,IL,lake
Fox Lake,IL,mchenry
Worth,IL,cook
West Point,UT,davis
Troy,IL,madison
Mount Kisco,NY,westchester
Granbury,TX,hood
Manville,NJ,somerset
Selma,TX,comal
Selma,TX,guadalupe
Selma,TX,bexar
Summerfield,NC,guilford
Waynesboro,PA,franklin
Canton,MS,madison
Burkburnett,TX,wichita
Celina,OH,mercer
Rincon,GA,effingham
Lincoln Park,NJ,morris
Grandview,WA,yakima
Granby,CT,hartford
Atchison,KS,atchison
Campton Hills,IL,kane
Port Wentworth,GA,chatham
Fredericksburg,TX,gillespie
Malvern,AR,hot spring
St Albans,WV,kanawha
Beachwood,NJ,ocean
Russellville,AL,franklin
Montgomery,OH,hamilton
Crestwood,IL,cook
Martin,TN,weakley
New Albany,OH,franklin
New Albany,OH,licking
Little Canada,MN,ramsey
Lyons,IL,cook
DeForest,WI,dane
Wantage,NJ,sussex
Richmond Heights,OH,cuyahoga
North Branch,MN,chisago
Vidalia,GA,montgomery
Vidalia,GA,toombs
Munhall,PA,allegheny
Jackson,WY,teton
Airway Heights,WA,spokane
Morro Bay,CA,san luis obispo
Guthrie,OK,logan
Placerville,CA,el dorado
Maynard,MA,middlesex
Pine Hill,NJ,camden
Bellefontaine Neighbors,MO,st. louis
Galena Park,TX,harris
Sonoma,CA,sonoma
Prineville,OR,crook
Sebring,FL,highlands
Milton,VT,chittenden
Barrington,IL,lake
Barrington,IL,cook
Tarboro,NC,edgecombe
Darby,PA,delaware
Flushing,MI,genesee
Freeport,TX,brazoria
Newberry,SC,newberry
Monitor,MI,bay
Hartford,VT,windsor
Raymond,NH,rockingham
Riverton,WY,fremont
Lowell,IN,lake
Bolivar,MO,polk
West Haverstraw,NY,rockland
Mount Airy,NC,surry
Riverdale,IL,cook
Bel Air,MD,harford
Holmen,WI,la crosse
Monroe,WI,green
Bogalusa,LA,washington
Vermilion,OH,erie
Vermilion,OH,lorain
Malibu,CA,los angeles
Vienna,WV,wood
Pleasanton,TX,atascosa
Hanson,MA,plymouth
Maryville,MO,nodaway
Nanticoke,PA,luzerne
Doraville,GA,dekalb
Sweetwater,TX,nolan
Sumner,WA,pierce
Forest Acres,SC,richland
Yelm,WA,thurston
Camden,AR,ouachita
River Grove,IL,cook
Clute,TX,brazoria
Pineville,NC,mecklenburg
Reading,OH,hamilton
Essex Junction,VT,chittenden
Beverly Hills,MI,oakland
Millington,TN,shelby
Portage,WI,columbia
Canandaigua,NY,ontario
Alachua,FL,alachua
Cottage Grove,OR,lane
Ironton,OH,lawrence
Le Mars,IA,plymouth
Acushnet,MA,bristol
Danville,IN,hendricks
Excelsior Springs,MO,ray
Excelsior Springs,MO,clay
Corning,NY,steuben
Victoria,MN,carver
Flat Rock,MI,wayne
Valley,AL,chambers
Espanola,NM,santa fe
Espanola,NM,rio arriba
Kennett,MO,dunklin
Taylorville,IL,christian
Chestnut Ridge,NY,rockland
Bellmead,TX,mclennan
Fairmont,MN,martin
Lighthouse Point,FL,broward
Silverton,OR,marion
Old Saybrook,CT,middlesex
Somers Point,NJ,atlantic
Pella,IA,marion
Wood River,IL,madison
Winterville,NC,pitt
Belgrade,MT,gallatin
Galion,OH,crawford
Galion,OH,morrow
Galion,OH,richland
Warr Acres,OK,oklahoma
Southborough,MA,worcester
Palatka,FL,putnam
Wabash,IN,wabash
Rifle,CO,garfield
Fairview,OR,multnomah
Fort Oglethorpe,GA,catoosa
Fort Oglethorpe,GA,walker
Waterford,NJ,camden
Cooper,MI,kalamazoo
Fountain Inn,SC,greenville
Fountain Inn,SC,laurens
Heath,OH,licking
Aiea,HI,honolulu
Bonham,TX,fannin
Smithville,MO,clay
Smithville,MO,platte
Kearney,MO,clay
Monument,CO,el paso
Farmersville,CA,tulare
Northampton,PA,northampton
Waverly,IA,bremer
Scituate,RI,providence
Arkadelphia,AR,clark
Millstone,NJ,monmouth
Watervliet,NY,albany
Fairview,TX,collin
Cadillac,MI,wexford
Shasta Lake,CA,shasta
Shelton,WA,mason
Pingree Grove,IL,kane
Winchendon,MA,worcester
Weston,CT,fairfield
Lexington,NE,dawson
Versailles,KY,woodford
Alexandria,KY,campbell
Berthoud,CO,weld
Berthoud,CO,larimer
Oneida,NY,madison
Berwick,PA,columbia
Carroll,IA,carroll
Exeter,CA,tulare
Ridgefield,WA,clark
Brewster,MA,barnstable
North Bend,OR,coos
Southampton,NJ,burlington
Paris,TN,henry
Yazoo City,MS,yazoo
Bluffton,IN,wells
Clay,AL,jefferson
Garden City,GA,chatham
London,OH,madison
Tipp City,OH,miami
Kendallville,IN,noble
Fort Madison,IA,lee
New Hyde Park,NY,nassau
Newport,OR,lincoln
Somers,CT,tolland
Alpine,UT,utah
Hackettstown,NJ,warren
Elkhorn,WI,walworth
Standish,ME,cumberland
Raymondville,TX,willacy
Molalla,OR,clackamas
Winchester,CT,litchfield
Corte Madera,CA,marin
Hermantown,MN,st. louis
Cordele,GA,crisp
Plymouth,IN,marshall
Hobart,WI,brown
Columbia,PA,lancaster
Flowood,MS,rankin
Alpena,MI,alpena
Milton,FL,santa rosa
Rainbow City,AL,etowah
Cedartown,GA,polk
Astoria,OR,clatsop
Cairo,GA,grady
Whitestown,IN,boone
Franklin,KY,simpson
Paris,KY,bourbon
Airmont,NY,rockland
East Rockaway,NY,nassau
La Plata,MD,charles
DuPont,WA,pierce
Massena,NY,st. lawrence
Grosse Pointe Farms,MI,wayne
Port Townsend,WA,jefferson
Pleasant Hill,IA,polk
Hillsdale,NJ,bergen
Robstown,TX,nueces
Littleton,MA,middlesex
Waynesville,NC,haywood
Wood Ridge,NJ,bergen
Safford,AZ,graham
Snohomish,WA,snohomish
Canton,CT,hartford
Lovejoy,GA,clayton
Harrisonville,MO,cass
Lenoir City,TN,loudon
San Elizario,TX,el paso
Boaz,AL,etowah
Boaz,AL,marshall
West Point,MS,clay
Bridgeport,MI,saginaw
Williston,VT,chittenden
Baker City,OR,baker
Cambridge,OH,guernsey
Brentwood,PA,allegheny
Maywood,NJ,bergen
New Richmond,WI,st. croix
Vernal,UT,uintah
Vernon,TX,wilbarger
Hull,MA,plymouth
Kittery,ME,york
Rockport,TX,aransas
Howell,MI,livingston
La Grange,KY,oldham
Ware,MA,hampshire
Ogdensburg,NY,st. lawrence
Struthers,OH,mahoning
Waldwick,NJ,bergen
Warrenton,VA,fauquier
Clinton,TN,anderson
Spanish Fort,AL,baldwin
Rye Brook,NY,westchester
Cody,WY,park
Lancaster,NY,erie
Calimesa,CA,riverside
Sparta,WI,monroe
East Rutherford,NJ,bergen
Cedar Hills,UT,utah
Willoughby Hills,OH,lake
Mayfield,KY,graves
Atoka,TN,tipton
Rio Vista,CA,solano
Fairfield,AL,jefferson
Marysville,MI,st. clair
St Joseph,MI,berrien
Manvel,TX,brazoria
Highland,IL,madison
Sleepy Hollow,NY,westchester
Ellisville,MO,st. louis
Reedsburg,WI,sauk
Uniontown,PA,fayette
Mount Holly,NJ,burlington
Glocester,RI,providence
Cape Canaveral,FL,brevard
Kinnelon,NJ,morris
Glenwood Springs,CO,garfield
Woodbury,NJ,gloucester
East Liverpool,OH,columbiana
Colts Neck,NJ,monmouth
Wapakoneta,OH,auglaize
Mission,KS,johnson
Plainville,MA,norfolk
Arden Hills,MN,ramsey
Capitola,CA,santa cruz
Sauk Village,IL,cook
Sauk Village,IL,will
Muskegon Heights,MI,muskegon
Makaha,HI,honolulu
Decatur,IN,adams
River Vale,NJ,bergen
Waimea,HI,hawaii
College Place,WA,walla walla
Keokuk,IA,lee
Peru,IL,lasalle
Tremonton,UT,box elder
Columbia City,IN,whitley
Berlin,MI,monroe
Fultondale,AL,jefferson
Washington,NC,beaufort
Detroit Lakes,MN,becker
Sturbridge,MA,worcester
Bristol,PA,bucks
DeRidder,LA,beauregard
DeRidder,LA,vernon
Lowell,AR,benton
Jennings,LA,jefferson davis
Winfield,IL,dupage
Fair Oaks Ranch,TX,comal
Fair Oaks Ranch,TX,bexar
Fair Oaks Ranch,TX,kendall
Independence,OR,polk
Sweet Home,OR,linn
Conway,NH,carroll
Greencastle,IN,putnam
Thomaston,GA,upson
Lincoln City,OR,lincoln
Jesup,GA,wayne
Morrisville,PA,bucks
Alamosa,CO,alamosa
Wendell,NC,wake
Vidor,TX,orange
Brownsville,TN,haywood
Green Cove Springs,FL,clay
Elgin,TX,bastrop
Elgin,TX,travis
Middleton,MA,essex
Heath,TX,rockwall
Heath,TX,kaufman
Keansburg,NJ,monmouth
Canonsburg,PA,washington
Woodbury,CT,litchfield
Sunbury,PA,northumberland
Lisbon,ME,androscoggin
Middletown,KY,jefferson
Flossmoor,IL,cook
Silver City,NM,grant
Hamburg,NY,erie
Hampton,MI,bay
Bastrop,LA,morehouse
Marathon,FL,monroe
Bastrop,TX,bastrop
Eagle Point,OR,jackson
Sedona,AZ,coconino
Sedona,AZ,yavapai
New Square,NY,rockland
Brewer,ME,penobscot
East Stroudsburg,PA,monroe
Roanoke,TX,denton
North College Hill,OH,hamilton
Hillsborough,NC,orange
Avon Park,FL,highlands
Bluefield,WV,mercer
Bladensburg,MD,prince george's
Coweta,OK,wagoner
Mount Airy,MD,carroll
Mount Airy,MD,frederick
Orange Cove,CA,fresno
Indianola,MS,sunflower
Sturgeon Bay,WI,door
Jamestown,MI,ottawa
Jacinto City,TX,harris
Oil City,PA,venango
Cambridge,MN,isanti
Girard,OH,trumbull
Parsons,KS,labette
Fredonia,NY,chautauqua
Steger,IL,cook
Steger,IL,will
LaSalle,IL,lasalle
Monett,MO,lawrence
Monett,MO,barry
Oakwood,OH,montgomery
Tomah,WI,monroe
Cusseta,GA,chattahoochee
Matawan,NJ,monmouth
Grinnell,IA,poweshiek
Bargersville,IN,johnson
Topsham,ME,sagadahoc
Morehead City,NC,carteret
Bridge City,TX,orange
Pleasant Grove,AL,jefferson
Itasca,IL,dupage
The Village,OK,oklahoma
Cape Elizabeth,ME,cumberland
Middletown,PA,dauphin
Diamondhead,MS,hancock
Louisville,OH,stark
Burlington,CT,hartford
Helena West Helena,AR,phillips
Ingleside,TX,san patricio
Ingleside,TX,nueces
Greenwood,AR,sebastian
Hartland,WI,waukesha
Amityville,NY,suffolk
Alma,MI,gratiot
Madeira,OH,hamilton
Kaneohe Base,HI,honolulu
Rolesville,NC,wake
Harvard,IL,mchenry
Rochelle,IL,ogle
Pryor Creek,OK,mayes
Pike Road,AL,montgomery
Mahomet,IL,champaign
Newmarket,NH,rockingham
Southside,AL,calhoun
Southside,AL,etowah
Berlin,NH,coos
Middleton,ID,canyon
Chesterfield,NJ,burlington
Eunice,LA,acadia
Eunice,LA,st. landry
Anaconda Deer Lodge,MT,deer lodge
Fairfield,IA,jefferson
Mooresville,IN,morgan
South Amboy,NJ,middlesex
Middlesborough,KY,bell
Warren,PA,warren
Sheffield,AL,colbert
Prospect,CT,new haven
Mound,MN,hennepin
Florence,OR,lane
Tuskegee,AL,macon
Flowery Branch,GA,hall
Manhattan,IL,will
Portland,CT,middlesex
Woodway,TX,mclennan
Clarksville,AR,johnson
Lititz,PA,lancaster
Winchester,TN,franklin
Havre,MT,hill
Hyrum,UT,cache
Quakertown,PA,bucks
Fairview,TN,williamson
Sutton,MA,worcester
Merrill,WI,lincoln
Monroe,NY,orange
Riverdale,UT,weber
Angola,IN,steuben
Bridgeport,WV,harrison
Laurens,SC,laurens
Fallon,NV,churchill
Barrington,NH,strafford
Mechanicsburg,PA,cumberland
Bethalto,IL,madison
Sellersburg,IN,clark
Ecorse,MI,wayne
Leonia,NJ,bergen
Charlotte,MI,eaton
Riverside,IL,cook
Salem,UT,utah
Denham Springs,LA,livingston
Richmond Heights,MO,st. louis
Washington,NJ,bergen
Bay St Louis,MS,hancock
Shelby,OH,richland
Sugar Grove,IL,kane
Mount Pleasant,IA,henry
Carencro,LA,lafayette
Washington Terrace,UT,weber
Conshohocken,PA,montgomery
St Anthony,MN,hennepin
St Anthony,MN,ramsey
Augusta,KS,butler
Palm Beach,FL,palm beach
Rockingham,NC,richmond
Shawano,WI,shawano
Aliquippa,PA,beaver
Salisbury,MA,essex
Willowbrook,IL,dupage
Waihee Waiehu,HI,maui
Southwick,MA,hampden
Waseca,MN,waseca
Oronoko,MI,berrien
Putnam,CT,windham
Rathdrum,ID,kootenai
Manteno,IL,kankakee
Rensselaer,NY,rensselaer
Ventnor City,NJ,atlantic
Blackstone,MA,worcester
Freetown,MA,bristol
Bedford,MI,calhoun
Sunset Hills,MO,st. louis
Des Peres,MO,st. louis
Thompson,CT,windham
East Grand Forks,MN,polk
Clinton,MO,henry
Grants,NM,cibola
Hailey,ID,blaine
St Francis,WI,milwaukee
Elsmere,KY,kenton
Cresskill,NJ,bergen
Burlington,WA,skagit
Middlebury,VT,addison
Tiburon,CA,marin
Bee Cave,TX,travis
Huntertown,IN,allen
Little Falls,MN,morrison
Absecon,NJ,atlantic
Toccoa,GA,stephens
Townsend,MA,middlesex
Booneville,MS,prentiss
Westampton,NJ,burlington
Perkasie,PA,bucks
Waterford,CA,stanislaus
Harahan,LA,jefferson
Lynwood,IL,cook
York,MI,washtenaw
Canal Winchester,OH,franklin
Canal Winchester,OH,fairfield
Chillicothe,MO,livingston
Live Oak,CA,sutter
Benton Harbor,MI,berrien
Economy,PA,beaver
Hebron,CT,tolland
Weare,NH,hillsborough
Commerce,TX,hunt
Orange Park,FL,clay
Hooper,UT,weber
Woodbridge,CT,new haven
Harwood Heights,IL,cook
Harrodsburg,KY,mercer
Hawthorn Woods,IL,lake
Springfield,VT,windsor
Craig,CO,moffat
Tuscumbia,AL,colbert
Wasilla,AK,matanuska-susitna
Haledon,NJ,passaic
Rutland,MA,worcester
Lake Park,FL,palm beach
Davenport,FL,polk
Orting,WA,pierce
Rice Lake,WI,barron
Delta,CO,delta
Helotes,TX,bexar
Caldwell,NJ,essex
Lapeer,MI,lapeer
Indian Harbour Beach,FL,brevard
Newark,NY,wayne
Fitzgerald,GA,ben hill
Fitzgerald,GA,irwin
Beaver Falls,PA,beaver
Winslow,AZ,navajo
Hampstead,NH,rockingham
Cloverdale,CA,sonoma
McFarland,WI,dane
Yarmouth,ME,cumberland
Ladue,MO,st. louis
Pulaski,VA,pulaski
Douglas,MA,worcester
Ivins,UT,washington
Bernalillo,NM,sandoval
Highland Park,MI,wayne
Ahuimanu,HI,honolulu
Old Orchard Beach,ME,york
Sheffield Lake,OH,lorain
Hope,AR,hempstead
Saline,MI,washtenaw
Locust Grove,GA,henry
Brownfield,TX,terry
Oakland,TN,fayette
Plymouth,WI,sheboygan
Edgewater Park,NJ,burlington
Oak Grove,MN,anoka
Purcellville,VA,loudoun
North Haledon,NJ,passaic
Gibsonville,NC,guilford
Gibsonville,NC,alamance
Collingdale,PA,delaware
Monmouth,IL,warren
Mansfield,NJ,burlington
Lago Vista,TX,travis
Brooksville,FL,hernando
Park Ridge,NJ,bergen
Blanchard,OK,grady
Blanchard,OK,mcclain
St Pete Beach,FL,pinellas
East Haddam,CT,middlesex
Maysville,KY,mason
Highland Park,TX,dallas
Napoleon,OH,henry
Savoy,IL,champaign
Toppenish,WA,yakima
Signal Mountain,TN,hamilton
Seneca,SC,oconee
Glencoe,IL,cook
Sanger,TX,denton
Ocean,NJ,ocean
Carbondale,PA,lackawanna
Coffeyville,KS,montgomery
Greenville,MI,montcalm
Boonton,NJ,morris
Clayton,NJ,gloucester
Poteau,OK,le flore
Andalusia,AL,covington
Tallmadge,MI,ottawa
Presque Isle,ME,aroostook
Rock Falls,IL,whiteside
Pennfield,MI,calhoun
Fort Valley,GA,peach
Jeannette,PA,westmoreland
Pitman,NJ,gloucester
Bogota,NJ,bergen
Dayton,TX,liberty
Pittsgrove,NJ,salem
Pleasant Hill,MO,cass
Pleasant Hill,MO,jackson
Hoquiam,WA,grays harbor
Lopatcong,NJ,warren
Port Jervis,NY,orange
Clanton,AL,chilton
Bath,ME,sagadahoc
Cortez,CO,montezuma
Redding,CT,fairfield
Wyoming,OH,hamilton
Mascoutah,IL,st. clair
Windsor,WI,dane
Thief River Falls,MN,pennington
Franklin,NH,merrimack
Lake Villa,IL,lake
Freeport,ME,cumberland
Graham,TX,young
Bryan,OH,williams
Chanute,KS,neosho
Highland Heights,OH,cuyahoga
Audubon,NJ,camden
Socorro,NM,socorro
Clarendon Hills,IL,dupage
Fort Mitchell,KY,kenton
Olney,IL,richland
Milton,WA,king
Milton,WA,pierce
Anthony,NM,doña ana
Wesley Chapel,NC,union
Tecumseh,MI,lenawee
Lamesa,TX,dawson
Covington,TN,tipton
Glenwood,IL,cook
Cheviot,OH,hamilton
Gonzales,CA,monterey
Sandpoint,ID,bonner
Carneys Point,NJ,salem
Long Hill,NJ,morris
Oxford,NC,granville
Wharton,TX,wharton
Monona,WI,dane
Swissvale,PA,allegheny
Hillview,KY,bullitt
Richland Hills,TX,tarrant
Skowhegan,ME,somerset
Baxter,MN,crow wing
Haiku Pauwela,HI,maui
Closter,NJ,bergen
Hastings on Hudson,NY,westchester
Park Hills,MO,st. francois
West Long Branch,NJ,monmouth
Olmsted Falls,OH,cuyahoga
Montague,MA,franklin
Lewistown,PA,mifflin
Westwego,LA,jefferson
Gering,NE,scotts bluff
Malverne,NY,nassau
Oberlin,OH,lorain
Perryville,MO,perry
Guntersville,AL,marshall
Center Line,MI,macomb
Othello,WA,adams
Independence,KS,montgomery
Taft,CA,kern
Smithfield,VA,isle of wight
Sutherlin,OR,douglas
Clinton,OK,washita
Clinton,OK,custer
Kennedale,TX,tarrant
Aberdeen,NC,moore
Cameron,MO,dekalb
Cameron,MO,clinton
Sallisaw,OK,sequoyah
Delavan,WI,walworth
Olivette,MO,st. louis
Pleasant Hills,PA,allegheny
McCordsville,IN,hancock
York,SC,york
Old Forge,PA,lackawanna
Corrales,NM,sandoval
Perryton,TX,ochiltree
Barre,VT,washington
Los Altos Hills,CA,santa clara
Menominee,MI,menominee
Ayer,MA,middlesex
Litchfield,NH,hillsborough
Ephrata,WA,grant
Cumberland,ME,cumberland
Georgetown,MA,essex
Farmingdale,NY,nassau
Fort Stockton,TX,pecos
Crete,IL,will
Crete,IL,cook
Arab,AL,cullman
Arab,AL,marshall
Lancaster,SC,lancaster
Millis,MA,norfolk
Sitka,AK,sitka
Haddam,CT,middlesex
Orrville,OH,wayne
Brooklyn,CT,windham
Skiatook,OK,osage
Skiatook,OK,tulsa
Dalhart,TX,hartley
Dalhart,TX,dallam
Dunn,NC,harnett
Monticello,AR,drew
Lancaster,MA,worcester
Madison,MI,lenawee
Beebe,AR,white
Montvale,NJ,bergen
Edgewood,KY,kenton
Northfield,NJ,atlantic
Winnemucca,NV,humboldt
Warrenton,MO,warren
Kenilworth,NJ,union
Black Mountain,NC,buncombe
Conover,NC,catawba
Virginia,MN,st. louis
Jefferson City,TN,jefferson
Elwood,IN,madison
Elwood,IN,tipton
Georgetown,SC,georgetown
Somers,WI,kenosha
Seabrook,NH,rockingham
Ellsworth,ME,hancock
Hopkinton,RI,washington
Butner,NC,granville
Pulaski,TN,giles
St Marys,OH,auglaize
Oak Island,NC,brunswick
Park City,UT,summit
Park City,UT,wasatch
Atmore,AL,escambia
Houghton,MI,houghton
Milliken,CO,weld
Clinton,NC,sampson
Cohasset,MA,norfolk
Abingdon,VA,washington
Buxton,ME,york
Eaton,OH,preble
Newton,NJ,sussex
Denison,IA,crawford
Hampton,GA,henry
Gilberts,IL,kane
Long Grove,IL,lake
Miles City,MT,custer
Senatobia,MS,tate
Kronenwetter,WI,marathon
Upper Saddle River,NJ,bergen
Hollis,NH,hillsborough
Waite Park,MN,stearns
Jerseyville,IL,jersey
Mount Rainier,MD,prince george's
Park City,KS,sedgwick
Trinidad,CO,las animas
Croton on Hudson,NY,westchester
Cushing,OK,payne
Fruitland Park,FL,lake
Mount Joy,PA,lancaster
Runnemede,NJ,camden
Hillside,IL,cook
Orono,MN,hennepin
Wynne,AR,cross
Hood River,OR,hood river
Potsdam,NY,st. lawrence
Bellevue,PA,allegheny
Princeton,IN,gibson
Brookhaven,PA,delaware
Doylestown,PA,bucks
Pukalani,HI,maui
Orland,CA,glenn
Altoona,WI,eau claire
Paris,IL,edgar
Hondo,TX,medina
Rhinelander,WI,oneida
Mason,MI,ingham
Rolling Hills Estates,CA,los angeles
Liberty,TX,liberty
Lake Geneva,WI,walworth
Bedminster,NJ,somerset
Gray,ME,cumberland
Maplewood,MO,st. louis
Wytheville,VA,wythe
Stuttgart,AR,arkansas
Hornell,NY,steuben
Bel Aire,KS,sedgwick
Minnetrista,MN,hennepin
Mukwonago,WI,waukesha
Mukwonago,WI,walworth
Wilson,PA,northampton
Whitehouse,TX,smith
Bellevue,OH,erie
Bellevue,OH,huron
Bellevue,OH,sandusky
Castle Shannon,PA,allegheny
Corning,CA,tehama
Dormont,PA,allegheny
Oradell,NJ,bergen
Stayton,OR,marion
Hatboro,PA,montgomery
Brentwood,MO,st. louis
Bow,NH,merrimack
Sioux Center,IA,sioux
Berkeley,MO,st. louis
Centerville,GA,houston
Hillsboro,TX,hill
Maryville,IL,madison
Rawlins,WY,carbon
Woodstock,CT,windham
Harrisburg,IL,saline
Providence,UT,cache
Price,UT,carbon
Westminster,MA,worcester
Nevada,MO,vernon
Sheboygan Falls,WI,sheboygan
Johnstown,NY,fulton
Boxford,MA,essex
Richfield,UT,sevier
Ketchikan,AK,ketchikan gateway
Litchfield,CT,litchfield
Prairie View,TX,waller
Brazil,IN,clay
Franklin,VA,franklin (city)
Oak Hill,WV,fayette
Union,SC,union
Milan,TN,gibson
Adams,MA,berkshire
Oak Brook,IL,cook
Oak Brook,IL,dupage
Spotswood,NJ,middlesex
New Prague,MN,scott
New Prague,MN,le sueur
North Bay Village,FL,miami-dade
Oak Grove,MO,lafayette
Oak Grove,MO,jackson
Iowa Colony,TX,brazoria
Selah,WA,yakima
Alliance,NE,box butte
Monson,MA,hampden
Templeton,MA,worcester
Carl Junction,MO,jasper
Kirby,TX,bexar
St Francis,MN,anoka
St Francis,MN,isanti
Mahtomedi,MN,washington
Carnegie,PA,allegheny
Roxboro,NC,person
Camp Hill,PA,cumberland
Cuero,TX,dewitt
Payette,ID,payette
Hardyston,NJ,sussex
Scott,LA,lafayette
Los Fresnos,TX,cameron
Lock Haven,PA,clinton
Bay Minette,AL,baldwin
Dighton,MA,bristol
Antigo,WI,langlade
Firebaugh,CA,fresno
Orange Beach,AL,baldwin
Moundsville,WV,marshall
Lochbuie,CO,weld
Lochbuie,CO,adams
Grandview Heights,OH,franklin
Springfield,FL,bay
Montpelier,VT,washington
Pismo Beach,CA,san luis obispo
Plumsted,NJ,ocean
York,NE,york
Latrobe,PA,westmoreland
Vinton,VA,roanoke
Guadalupe,CA,santa barbara
Island Lake,IL,lake
Island Lake,IL,mchenry
Butler,NJ,morris
Gypsum,CO,eagle
Livingston,MT,park
Hillsdale,MI,hillsdale
Duvall,WA,king
Wyoming,MN,chisago
Westlake Village,CA,los angeles
Byram,NJ,sussex
Sequim,WA,clallam
Richmond,RI,washington
Scappoose,OR,columbia
Wahpeton,ND,richland
Newport,AR,jackson
Lihue,HI,kauai
Riverside,NJ,burlington
Silvis,IL,rock island
Upton,MA,worcester
Broadview,IL,cook
Charlestown,RI,washington
Winooski,VT,chittenden
South Beloit,IL,winnebago
Fletcher,NC,henderson
Sterling,MA,worcester
Three Rivers,MI,st. joseph
Quincy,FL,gadsden
South Boston,VA,halifax
Boonville,MO,cooper
North Hanover,NJ,burlington
Port Jefferson,NY,suffolk
Seaford,DE,sussex
Lexington,TN,henderson
Fort Lupton,CO,weld
Spring Hill,KS,miami
Spring Hill,KS,johnson
Berwick,ME,york
Winslow,ME,kennebec
Kenton,OH,hardin
Aransas Pass,TX,aransas
Aransas Pass,TX,san patricio
Aransas Pass,TX,nueces
Lincolnshire,IL,lake
Waterboro,ME,york
Woodfin,NC,buncombe
Oak Grove,KY,christian
Dexter,MO,stoddard
Jersey Village,TX,harris
Woodland Park,CO,teller
Ashland,WI,ashland
Millersville,PA,lancaster
Baldwinsville,NY,onondaga
Albertville,MN,wright
Bernardsville,NJ,somerset
Sunnyvale,TX,dallas
Downingtown,PA,chester
Joshua,TX,johnson
Park City,IL,lake
Collinsville,OK,rogers
Collinsville,OK,tulsa
West Boylston,MA,worcester
Humboldt,TN,gibson
Humboldt,TN,madison
Fairfield,NJ,essex
Grove City,PA,mercer
South Weber,UT,davis
Ripon,WI,fond du lac
Rockton,IL,winnebago
Corbin,KY,whitley
Corbin,KY,knox
Campbell,OH,mahoning
Bradford,PA,mckean
Bonner Springs,KS,leavenworth
Bonner Springs,KS,wyandotte
Bonner Springs,KS,johnson
Monahans,TX,ward
Monahans,TX,winkler
Perry,IA,dallas
Raritan,NJ,somerset
Plain City,UT,weber
Princeton,IL,bureau
Palmyra,PA,lebanon
Plaistow,NH,rockingham
Ewa Villages,HI,honolulu
Webster City,IA,hamilton
Ponchatoula,LA,tangipahoa
Yreka,CA,siskiyou
Glen Ridge,NJ,essex
Ripley,TN,lauderdale
Jefferson,WI,jefferson
Blair,NE,washington
Camden,SC,kershaw
Travelers Rest,SC,greenville
Grand Ledge,MI,clinton
Grand Ledge,MI,eaton
Shorewood,MN,hennepin
Colonie,NY,albany
Mansfield,NJ,warren
Bloomingdale,NJ,passaic
Charlestown,IN,clark
Fanwood,NJ,union
Brunswick,MD,frederick
Mount Horeb,WI,dane
Pikeville,KY,pike
Whitefish,MT,flathead
Halifax,MA,plymouth
Brevard,NC,transylvania
Big Rapids,MI,mecosta
Hales Corners,WI,milwaukee
Marion,NC,mcdowell
Shelburne,VT,chittenden
Brigantine,NJ,atlantic
Wellington,KS,sumner
Austell,GA,douglas
Austell,GA,cobb
Chester,NJ,morris
Fairlawn,OH,summit
Hampden,ME,penobscot
